Resource,Solar,Wind,Biomass,Pumped Hydro Storage,Hydro Reservoir,Hydro Run of River,Nuclear Old,Nuclear New,CCGT Old,CCGT New,Coal Old,Coal new,Solar,Wind,Biomass,Pumped Hydro Storage,Hydro Reservoir,Hydro Run of River,Nuclear Old,Nuclear New,CCGT Old,CCGT New,Coal Old,Coal new,Solar,Wind,Biomass,Pumped Hydro Storage,Hydro Reservoir,Hydro Run of River,Nuclear Old,Nuclear New,CCGT Old,CCGT New,Coal Old,Coal new,Solar,Biomass,Pumped Hydro Storage,Hydro Reservoir,Hydro Run of River,Nuclear New,CCGT New,Coal Old,Coal new,Solar,Biomass,Pumped Hydro Storage,Hydro Reservoir,Hydro Run of River,CCGT Old,Coal Old,Backup,Backup,Backup,Batteries,Batteries,Batteries,Batteries,Batteries
Zone,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,1,3,5,1,2,3,4,5
t1,0.0,0.0,0.0,11.396157535357247,3922.5605667898562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54492249553235,5164.942210224797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.837598946454493,9145.77922085094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04227379925073,1453.8406876307497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1987378128236825,249.99999999999997,0.0,0.0,0.0,0.0,0.0,0.0,2.196613563121194,0.3585026792197075,4.828295284979447,1.5740979139362725,1.6778908618434305
t2,0.0,0.0,0.0,11.396157535357247,3923.117674970672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54492249553235,5165.015781298074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.837598946454493,9145.90960227412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04227379925073,1454.302392850211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1987378128236825,249.94039424999997,0.0,0.0,0.0,0.0,0.0,0.0,2.192037285596896,0.3577557987575007,4.818236338078505,1.570818543806938,1.6743952564405538
t3,0.0,0.0,0.0,11.396157535357247,3923.6747831514876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54492249553235,5165.089352371351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.837598946454493,9146.0399836973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04227379925073,1454.7640980696722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1987378128236825,249.88078849999997,0.0,0.0,0.0,0.0,0.0,0.0,2.1874705419825817,3.5484453450922873,4.808198347313588,1.5675460056976132,1.6709069335477678
t4,0.0,0.0,0.0,11.396157535357247,3924.2318913323033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54492249553235,5165.162923444628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.837598946454493,9146.170365120479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04227379925073,1455.2258032891334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1987378128236825,249.82118274999996,0.0,0.0,0.0,0.0,0.0,0.0,2.1829133124159417,8.672743452020072,4.798181269026084,1.5642802853749251,1.667425877993179
t5,0.0,0.0,0.0,11.396157535357247,3924.788999513119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54492249553235,5165.236494517905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.837598946454493,9146.300746543659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04227379925073,1455.6875085085946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1987378128236825,249.76157699999996,0.0,0.0,0.0,0.0,0.0,0.0,2.1783655770760464,8.654675239385945,4.78818505964834,1.5610213686351542,1.663952074636502
t6,0.0,0.0,0.0,11.396157535357247,3925.3461076939348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54492249553235,5165.310065591182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.837598946454493,9146.431127966838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04227379925073,1456.1492137280559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1987378128236825,249.70197124999996,0.0,0.0,0.0,0.0,0.0,0.0,2.1738273161832598,8.63664466885545,4.778209675703468,1.5577692413041715,1.6604855083689933
t7,0.0,0.0,0.0,9.731334263357247,3925.9032158747505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.81958706953235,5165.383636664459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.670027995454493,9146.561509390018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65125196025073,1456.6109189475171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.267489300823683,249.64236549999995,0.0,0.0,0.0,0.0,0.0,0.0,1.0560860591993866,4.195843876436048,2.321343829325882,0.7567934982431928,0.8066949862282736
t8,0.0,0.0,0.0,8.066510991357248,3926.460324055566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.204974088663672,5165.457207737736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.502457044454493,9146.691890813197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.739870316704382,1457.0726241669784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512146414621409,249.58275974999995,0.0,0.0,0.0,0.0,0.0,0.0,0.5130664041859273,2.0384196074329126,1.1277523465221337,0.3676644677511233,0.391907546031545
t9,0.0,0.0,0.0,8.066510991357248,3927.017432236382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.204974088663672,5165.530778811013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.502457044454493,9146.822272236377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.739870316704382,1457.5343293864396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512146414621409,249.62815399999994,0.0,0.0,0.0,0.0,0.0,0.0,0.2492572767259479,0.9903024560333117,0.5478832299718033,0.17861829040618707,0.19039603227805998
