Zone,1.0,2.0,3.0,4.0,5.0,Total
CO2_Price,-0.014215686676048314,-0.014215686676048314,-0.014215686676048314,-0.014215686676048314,-0.014215686676048314,0
Sum,468294.9375,373531.3125,234299.6875,194905.71875,3968.34423828125,1.2750001e6
t1,53.68197244626779,44.82222046669698,22.316835084955514,19.813317842332996,0.5032665148624217,141.13761235511572
t2,56.56504973865323,44.82222046669698,22.316835084955514,19.813317842332996,0.5032665148624217,144.02068964750114
t3,59.536203848139394,44.82222046669698,22.316835084955514,19.813317842332996,0.5032665148624217,146.99184375698732
t4,62.17745646232007,44.82222046669698,22.316835084955514,19.813317842332996,0.5032665148624217,149.63309637116797
t5,62.17745646232007,44.82222046669698,23.109297072267196,19.813317842332996,0.5032665148624217,150.42555835847966
t6,62.17745646232007,44.82222046669698,34.873416859319015,24.539232349850103,0.5032665148624217,166.91559265304858
t7,62.17745646232007,44.82222046669698,34.873416859319015,29.709276935010994,0.5032665148624217,172.08563723820947
t8,62.17745646232007,44.82222046669698,34.873416859319015,29.709276935010994,0.5032665148624217,172.08563723820947
t9,35.47029073161269,44.82222046669698,19.1803792673247,16.332022384566017,0.276796583174332,116.08170943337473
t10,34.197601043046305,24.652221259516203,19.1803792673247,16.332022384566017,0.276796583174332,94.63902053762756
t11,34.197601043046305,24.652221259516203,19.1803792673247,16.332022384566017,0.276796583174332,94.63902053762756
t12,34.197601043046305,24.652221259516203,19.1803792673247,16.332022384566017,0.276796583174332,94.63902053762756
t13,34.197601043046305,24.652221259516203,19.1803792673247,16.332022384566017,0.276796583174332,94.63902053762756
t14,34.197601043046305,24.652221259516203,19.1803792673247,16.332022384566017,0.276796583174332,94.63902053762756
t15,34.197601043046305,24.652221259516203,19.1803792673247,16.332022384566017,0.276796583174332,94.63902053762756
t16,46.38723344769899,44.82222046669698,22.316835084955514,19.813317842332996,0.276796583174332,133.61640342485882
t17,62.17745646232007,44.82222046669698,35.37637423043822,29.709276935010994,0.5032665148624217,172.58859460932868
t18,62.17745646232007,44.82222046669698,35.37637423043822,29.709276935010994,0.5032665148624217,172.58859460932868
t19,62.17745646232007,44.82222046669698,35.37637423043822,29.709276935010994,0.5032665148624217,172.58859460932868
t20,62.17745646232007,44.82222046669698,35.37637423043822,29.709276935010994,0.5032665148624217,172.58859460932868
t21,62.17745646232007,44.82222046669698,35.37637423043822,29.709276935010994,0.5032665148624217,172.58859460932868
t22,62.17745646232007,44.82222046669698,35.37637423043822,29.709276935010994,0.5032665148624217,172.58859460932868
t23,62.17745646232007,44.82222046669698,35.37637423043822,29.709276935010994,0.5032665148624217,172.58859460932868
t24,62.17745646232007,44.82222046669698,35.37637423043822,29.10035900537831,0.5032665148624217,171.97967667969598
t25,62.17745646232007,44.82222046669698,23.389676867931527,19.813317842332996,0.5032665148624217,150.70593815414398
t26,62.17745646232007,44.82222046669698,22.593461638975533,19.813317842332996,0.5032665148624217,149.909722925188
t27,62.17745646232007,44.82222046669698,22.593461638975533,19.813317842332996,0.5032665148624217,149.909722925188
t28,62.17745646232007,44.82222046669698,22.593461638975533,19.813317842332996,0.5032665148624217,149.909722925188
t29,62.17745646232007,44.82222046669698,23.261957064635368,19.813317842332996,0.5032665148624217,150.57821835084783
t30,62.17745646232007,44.82222046669698,31.87636429226162,19.813317842332996,0.5032665148624217,159.1926255784741
t31,62.17745646232007,44.82222046669698,35.37637423043822,29.709276935010994,0.5032665148624217,172.58859460932868
t32,62.17745646232007,44.82222046669698,35.37637423043822,29.709276935010994,0.5032665148624217,172.58859460932868
t33,51.11093096286925,44.82222046669698,22.593461638975533,19.813317842332996,0.276796583174332,138.6167274940491
t34,50.771517241906324,44.82222046669698,22.593461638975533,19.813317842332996,0.276796583174332,138.27731377308615
t35,50.771517241906324,44.82222046669698,22.593461638975533,19.813317842332996,0.276796583174332,138.27731377308615
t36,39.066401090071196,44.82222046669698,22.593461638975533,19.813317842332996,0.276796583174332,126.57219762125104
t37,34.197601043046305,44.82222046669698,22.593461638975533,19.813317842332996,0.276796583174332,121.70339757422613
t38,34.197601043046305,39.7089719630957,19.45700582134472,16.332022384566017,0.276796583174332,109.97239779522707
t39,50.895501015887646,44.82222046669698,22.593461638975533,19.813317842332996,0.276796583174332,138.4012975470675
t40,62.17745646232007,44.82222046669698,35.37637423043822,29.709276935010994,0.5032665148624217,172.58859460932868
t41,62.17745646232007,44.82222046669698,36.35924008609033,29.709276935010994,0.5032665148624217,173.5714604649808
t42,62.17745646232007,44.82222046669698,36.35924008609033,29.709276935010994,0.5032665148624217,173.5714604649808
t43,62.17745646232007,44.82222046669698,36.35924008609033,29.709276935010994,0.5032665148624217,173.5714604649808
t44,62.17745646232007,44.82222046669698,36.35924008609033,29.709276935010994,0.5032665148624217,173.5714604649808
t45,62.17745646232007,44.82222046669698,36.35924008609033,29.709276935010994,0.5032665148624217,173.5714604649808
t46,62.17745646232007,44.82222046669698,36.35924008609033,29.709276935010994,0.5032665148624217,173.5714604649808
t47,62.17745646232007,44.82222046669698,35.67123398713385,29.709276935010994,0.5032665148624217,172.88345436602432
t48,62.17745646232007,44.82222046669698,35.67123398713385,21.179811847176644,0.5032665148624217,164.35398927818997
t49,62.17745646232007,44.82222046669698,22.888321395671163,19.813317842332996,0.5032665148624217,150.20458268188364
t50,62.17745646232007,44.82222046669698,35.67123398713385,19.88310147721682,0.5032665148624217,163.05727890823016
t51,62.17745646232007,44.82222046669698,35.67123398713385,29.709276935010994,0.5032665148624217,172.88345436602432
t52,62.17745646232007,44.82222046669698,35.67123398713385,29.709276935010994,0.5032665148624217,172.88345436602432
t53,62.17745646232007,44.82222046669698,35.67123398713385,29.709276935010994,0.5032665148624217,172.88345436602432
t54,62.17745646232007,44.82222046669698,35.67123398713385,29.709276935010994,0.5032665148624217,172.88345436602432
t55,62.17745646232007,44.82222046669698,35.67123398713385,29.709276935010994,0.5032665148624217,172.88345436602432
t56,62.17745646232007,44.82222046669698,36.35924008609033,29.709276935010994,0.5032665148624217,173.5714604649808
t57,62.17745646232007,44.82222046669698,22.888321395671163,19.813317842332996,0.276796583174332,149.97811275019555
t58,34.197601043046305,44.82222046669698,19.751865578040352,16.332022384566017,0.276796583174332,115.38050605552398
t59,49.12178360193934,44.82222046669698,22.888321395671163,16.332022384566017,0.276796583174332,133.44114443204785
t60,44.97191752392814,44.82222046669698,22.888321395671163,16.332022384566017,0.276796583174332,129.29127835403665
t61,34.197601043046305,44.82222046669698,19.751865578040352,16.332022384566017,0.276796583174332,115.38050605552398
t62,34.197601043046305,30.253951372240312,19.751865578040352,16.332022384566017,0.276796583174332,100.81223696106731
t63,41.03687320773839,44.82222046669698,19.751865578040352,19.813317842332996,0.276796583174332,125.70107367798305
