Line,1.0,2.0,3.0,4.0,5.0,6.0,7.0,Total
Sum,-24527.4296875,-48541.82421875,12438.8671875,-3688.519775390625,-10427.568359375,-2979.930419921875,-4446.45751953125,-82172.86
t1,0.0,19.90550686908683,6.456915265069203,0.0,17.09019887856573,0.0,0.0,43.452621012721764
t2,0.0,22.488322867331707,1.2165893091273965,0.0,19.36034079270896,0.0,0.0,43.065252969168064
t3,0.0,20.636436341859515,5.467625876063213,0.0,19.120057565168295,0.0,0.0,45.22411978309103
t4,0.0,18.870031347688034,7.773639147657769,0.0,19.860965792873124,0.0,0.0,46.504636288218926
t5,0.0,30.997080304947392,11.883021543886912,0.0,3.5522419314103004,0.0,0.0,46.4323437802446
t6,0.0,27.755185794693194,7.6890197176578665,0.0,4.628682275137929,0.0,0.0,40.07288778748899
t7,0.0,21.296138639839015,3.3602592574391603,1.158479081900709,4.852943746963998,0.0,0.0,30.66782072614288
t8,3.8566268167242295,30.08438942742324,0.0,-4.0,0.0,0.0,-0.6888885845064656,29.252127659641005
t9,0.0,-5.854315996576495,0.0,-4.0,-1.3123098134062519,-1.5994615482282224,-2.86,-15.626087358210969
t10,0.0,-5.658168088253936,-7.631205151408227,0.0,0.0,0.0,0.0,-13.289373239662162
t11,0.0,0.0,-16.90046750969227,0.0,0.0,0.0,0.0,-16.90046750969227
t12,0.0,-4.585581118837168,-20.16344259660093,0.0,-4.93334903742756,0.0,0.0,-29.68237275286566
t13,0.0,-0.5845122052475046,-23.92,0.0,-12.397274199761611,0.0,0.0,-36.90178640500912
t14,-15.94894570552734,3.5970337760543885,-23.92,4.0,-21.19,-5.560472138758989,2.86,-56.16238406823194
t15,18.068425198779344,-36.72,-23.92,4.0,19.23208109705,-6.147843823298368,2.86,-22.627337527469024
t16,0.0,-6.725626737787734,-5.803651986234689,0.15576194583641878,0.0,0.0,0.0,-12.373516778186003
t17,0.0,0.0,-3.9514794825307633,0.0,0.0,0.0,0.0,-3.9514794825307633
t18,0.0,-0.08784832328378335,0.0,0.0,0.0,0.0,0.0,-0.08784832328378335
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t21,0.0,0.0,9.15340363214714,0.0,0.0,0.0,0.0,9.15340363214714
t22,0.0,0.0,12.864385671919884,0.0,5.906257314331099,0.0,0.0,18.770642986250984
t23,0.0,6.979228553238951,7.184665511967414,0.0,5.09388608843731,0.0,0.0,19.257780153643672
t24,0.0,22.55866622909368,5.8478038685010905,0.0,4.564215550366243,0.0,0.0,32.97068564796101
t25,0.0,36.72,3.135924130950886,0.0,5.035394860010914,0.0,0.0,44.89131899096179
t26,0.0,36.72,4.141102192939951,0.0,4.577213601127662,0.0,0.0,45.43831579406761
t27,0.0,36.72,6.045750654167035,0.0,4.1352799056961915,0.0,0.0,46.90103055986323
t28,0.0,36.72,9.810174880575595,0.0,4.028045986914467,0.0,0.0,50.558220867490064
t29,0.0,36.294879048431504,13.432147534823999,0.0,4.817677519909389,0.0,0.0,54.54470410316489
t30,0.0,21.397285359448425,19.75337870259308,0.0,6.484677428538828,0.0,0.0,47.63534149058033
t31,0.0,4.251812183225324,23.92,0.0,9.950231194871064,-2.7513508569825156,0.0,35.37069252111388
t32,0.0,4.457451169262846,22.0699360071876,-2.6756388018951176,0.0,-0.35231028276773,0.0,23.4994380917876
t33,0.0,-0.4678060793313798,19.70421997580852,0.0,0.0,-2.3773123380064747,-2.86,13.999101558470667
t34,0.0,0.0,6.909819306722813,0.0,0.0,-13.923674293868547,-2.86,-9.873854987145734
t35,0.0,0.0,2.3065924506203057,0.0,0.0,-0.9060231433939784,-2.86,-1.4594306927736724
t36,0.0,0.0,2.1948297401882217,-0.48255290133548984,0.0,-6.604318516389976,-2.86,-7.752041677537244
t37,0.0,0.0,1.7430049466010145,0.0,0.0,-9.832382331151958,-2.86,-10.949377384550942
t38,0.0,0.0,0.4541225215449018,-4.0,0.0,-15.36626473958949,-2.86,-21.772142218044586
t39,0.0,-4.709764110777971,0.0,-1.4876400549735032,0.0,-14.673401405343139,-2.86,-23.730805571094614
t40,0.0,-9.792433173060735,5.312647655438632,0.10111321738928097,0.0,-1.3361852665169989,0.0,-5.714857566749821
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t42,0.0,0.0,0.0,0.0,0.0,-3.4169988487294884,-1.0210120278691053,-4.438010876598594
t43,0.0,0.0,5.509964139622097,0.0,0.0,-11.000138899395962,-2.86,-8.350174759773864
t44,0.0,0.0,11.438696486264364,0.0,0.0,-7.201298360938125,-2.86,1.377398125326239
t45,0.0,0.0,18.085386426672848,0.0,0.0,0.0,-2.5902738498303077,15.49511257684254
t46,0.0,7.272082908593703,17.05534676203976,0.0,3.0236071968106244,0.0,0.0,27.351036867444087
t47,0.0,25.285089496645675,12.247006219434983,0.0,2.8132138331869676,0.0,0.0,40.345309549267625
t48,0.0,36.72,8.58070750105928,0.0,4.739801435526809,0.0,0.0,50.040508936586086
t49,13.731615490415715,36.72,7.315640015585721,0.0,17.433744913586494,0.0,0.0,75.20100041958793
t50,11.907908167382557,36.72,10.951557693298168,0.0,15.668226139090397,0.0,0.0,75.24769199977112
t51,10.920173882441647,36.72,14.021516938472399,0.0,14.007005104354336,0.0,0.0,75.66869592526838
t52,8.527097944758069,36.72,16.882745558964768,0.0,11.693770691411359,0.0,0.0,73.8236141951342
t53,2.946622507876863,36.72,21.758068366718287,0.0,6.697218439193669,0.0,0.0,68.12190931378882
t54,0.0,29.24552829304169,23.92,0.0,3.075235301399623,0.0,0.0,56.24076359444131
t55,0.0,14.775556634492055,23.92,0.0,4.872534829569465,0.0,0.0,43.568091464061524
t56,0.0,11.5296056381234,20.375558781264644,-4.0,0.0,-1.647070321481034,0.0,26.25809409790701
t57,0.0,0.0,22.66014762823137,-4.0,0.0,-3.255409739779871,-2.86,12.5447378884515
t58,0.0,0.0,6.26700445235178,0.0,0.0,-14.503996836776782,-2.86,-11.096992384425
t59,0.0,0.0,0.0,0.0,0.0,-3.1444469419641785,-2.86,-6.004446941964178
t60,0.0,0.0,0.0,0.0,0.0,-11.343966436854098,-2.86,-14.203966436854097
t61,0.0,0.0,0.0,0.0,0.0,-11.560898919751882,-2.86,-14.420898919751881
t62,0.0,-15.391176086523439,0.0,-3.5137026697094593,0.0,-16.75121220987231,-2.86,-38.51609096610521
t63,0.0,-9.846855338622841,0.0,-4.0,-1.1461188370430482,-7.312258834876175,-0.09129866143431563,-22.39653167197638
t64,0.0,-29.3725880485763,11.701982126883614,0.1136806132305574,0.0,-2.480011420213372,0.0,-20.036936728675503
t65,0.0,-2.7074578791475172,0.0,0.0,0.0,0.0,0.0,-2.7074578791475172
t66,0.0,-5.038277751527875,0.0,0.0,0.0,-9.917767344524993,-1.4176148064771235,-16.37365990252999
t67,0.0,-3.6462878072072575,0.0,0.0,0.0,-8.942957144640301,-0.3968674025350278,-12.986112354382586
t68,0.0,-10.719033574296322,9.995159595665601,0.0,0.0,-8.63426088906822,-2.86,-12.21813486769894
t69,0.0,-3.948130654613278,13.875686979796528,0.0,0.0,-0.5258272896693263,-2.86,6.541729035513924
